Unique Identifier,Description,Start Date,End Date,Reasonable Worst Case,Estimated Expected Loss,Probability,Crystallised to Date,Premium Agreed,Premiums to Date,Category,Type of Beneficiary,Sector of Beneficiary,Sector of Risk,Cross Sector Trigger,Reported As,Reporting Category,Notes,Status,Department,FYE,Group, el_lower , el_mid , el_upper ,prob_lower,prob_mid,prob_upper,Beneficiary,el_minus_sens,el_plus_sens, el_lower-1 , el_mid-1 , el_upper-1 , el_lower+1 , el_mid+1 , el_upper+1 ,Duration(Years),Future Duration(Years), Cashflow_lower , Cashflow_mid , Cashflow_upper , PAME 
882,FRC voluntary funding shortfall,2016-04-03,2023-03-31,£0.00,< £1m,1% to 5%,0,No,0,Uncertain Cost - Uncertain Cost,Central Government,UK Government,Section K,No Exposure to Listed Risks,Unquantifiable,Non-remote Core,"Unquantifiable, no claims at reporting date.  This is backed by a Comfort letter that we provide FRC each year.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Public,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",6.99,0,,#NAME?,#NAME?, £-   
883,Insolvency Service - Bankers indemnities,2016-04-01,2023-03-31,£0.00,< £1m,1% to 5%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Individual or Household,Section K,No Exposure to Listed Risks,Unquantifiable,Remote Core,"Unquantifiable, no claims at reporting date.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",7,0,,#NAME?,#NAME?, £-   
884,Enrichment Holdings/Enrichment Investments/Urenco - directors indemnities,2016-04-01,2039-12-31,£0.00,< £1m,< 1%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote Core,"End date has been estimated on length of time trustee is likely to be in post (10 years) + length of time claims can be brought after any event (6 years).  In reality indemnities are unlimited in time and value.

Reasonable worst case value is an estimate as no claims have been brought so far, would welcome some guidance from CLCC once consolidation has been done if this is reasonable.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",23.75,16.75, £-   ," £30,000.00 "," £60,000.00 ", £-   
885,Liability for costs under the High Activity Sealed Sources (HASS) Directive,2022-04-01,2023-03-31,£0.00,< £1m,1% to 5%,0,No,0,Indemnity - Insurer of Last Resort,Mixed outside Government,Section D,Section D,Widespread Damage to Property,Unquantifiable,Remote Core,Long standing CL. Nil based on no info of cases,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",1,0,,#NAME?,#NAME?, £-   
886,Liability under section 9 of The Radioactive Contaminated Land (Modification of Enactments) (England) (Amendment) Regulations ,2022-04-01,2023-03-31,£0.00,< £1m,1% to 5%,0,No,0,Indemnity - Insurer of Last Resort,Mixed outside Government,Section D,Section D,Widespread Damage to Property,Unquantifiable,Remote Core,Long standing CL. Nil based on no info of cases,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",1,0,,#NAME?,#NAME?, £-   
887,Hinkley Point C - The Secretary of State Investor Agreement (SOSIA) protections,2022-04-01,2023-03-31,£0.00,< £1m,1% to 5%,0,No,0,Indemnity - Insurer of Last Resort,Mixed outside Government,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote Core,Long standing CL. Nil based on no info of cases,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",1,0,,#NAME?,#NAME?, £-   
888,SZC Director indemnity ,2022-11-01,2023-05-31,£0.00,< £1m,< 1%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote Core,"End date has been estimated on length of time trustee is likely to be in post (10 years) + length of time claims can be brought after any event (6 years).  In reality indemnities are unlimited in time and value.

Reasonable worst case value is an estimate as no claims have been brought so far, would welcome some guidance from CLCC once consolidation has been done if this is reasonable.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",0.58,0.16, £-   ," £3,125,000.00 "," £6,250,000.00 ", £-   
889,PSH - director indemnities,2022-04-01,2023-03-31,"£50,000.00",< £1m,1% to 5%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Individual or Household,Section H,No Exposure to Listed Risks,Unquantifiable,Remote Core,"Indemnities are given on appointment, ongoing. No start and end date provided by FBP/Policy
there are no known exposures and this company has not been active in many years, so the chances of one arising that relates to Greek VAT has to be very slim. Remember this would also be how much A is exposed to the Director indemnity, not any tax bill itself, which would most likely arise from any Director misconduct",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",1,0,,#NAME?,#NAME?," £1,250.00 "
890,Contingent Liability in relation to Harwell,2010-04-01,2050-03-01,"£50,000.00",< £1m,5% to 10%,0,No,0,Indemnity - Fault Indemnity,Private Non-financial Corporation,Section L,Section L,No Exposure to Listed Risks,Quantifiable,Remote ALB,"UKAEA has a contingent liability (capped at £50k) in relation to land it owns at Harwell.  The contingent liability relates to the lease of land for use as an electricity substation to provide power for a tenant on the Harwell site, where it has been necessary to provide an indemnity against environmental contamination and planning disruption. The possibility of the indemnity being called on is considered remote.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.05,0.075,0.1,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",39.92,26.92, £-   ," £19,000.00 "," £37,000.00 "," £3,750.00 "
891,Competition Services - Compensation of an interest like nature - Death In Service & Long Service Award,2004-03-01,2024-03-01,"£60,000.00",< £1m,> 50%,0,No,0,Uncertain Cost - Uncertain Cost,Central Government,UK Government,Section K,No Exposure to Listed Risks,Unquantifiable,Remote Core,"Unquantifiable, no claims at reporting date. ",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.5,0.75,1,Public,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",20,0.92, £-   ," £543,000.00 "," £1,087,000.00 "," £45,000.00 "
892,"International carrier bond in respect of INS vessels calling at US ports for commercial purposes,",2014-04-01,2035-12-01,"£81,000.00",< £1m,< 1%,0,No,0,Guarantee - International Guarantee,Overseas Government or Organisation,Section H,Section H,No Exposure to Listed Risks,Unquantifiable,Non-remote ALB,"To ensure all duties, taxes and fees owed are paid. The bond would only be called upon if any fees were not paid. Estimated cost would not exceed $100,000.
Sector of Beneficiary - US Federal Government is the beneficiary but there was no option for this so chose Section H, as transport was closest match as it relates to vessels at ports. End date requested from NTS.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",21.67,12.67, £-   ," £39,000.00 "," £79,000.00 ", £405.00 
893,IEA - indemnity for losses,2015-04-01,2030-03-01,"£100,000.00",< £1m,< 1%,0,No,0,Indemnity - Fault Indemnity,Overseas Government or Organisation,Section U,Section U,No Exposure to Listed Risks,Quantifiable,Remote Core,,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",14.92,6.92, £-   ," £72,000.00 "," £145,000.00 ", £500.00 
894,MT v UKRI- legal tribunal ,2018-08-01,2024-03-31,"£100,000.00",< £1m,> 50%,0,No,0,Legal Case or Other Dispute Process - Legal Case,Individual or Household,Individual or Household,Section M,Increased Legal Liability Costs,Quantifiable,Non-remote ALB,Employment Tribunal; timing of end date is best estimate,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.5,0.75,1,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",5.66,1, £-   ," £500,000.00 "," £1,000,000.00 "," £75,000.00 "
895,YK v UKRI legal tribunal,2021-10-01,2024-03-31,"£100,000.00",< £1m,> 50%,0,No,0,Legal Case or Other Dispute Process - Legal Case,Individual or Household,Individual or Household,Section M,Increased Legal Liability Costs,Quantifiable,Non-remote ALB,Employment Tribunal; timing of end date is best estimate,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.5,0.75,1,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",2.5,1, £-   ," £500,000.00 "," £1,000,000.00 "," £75,000.00 "
896,CNPA Legal Claims,2017-03-01,2024-03-01,"£450,000.00",< £1m,25% to 50%,0,No,0,Legal Case or Other Dispute Process - Legal Case,Individual or Household,Individual or Household,Section T,Increased Legal Liability Costs,Unquantifiable,Remote ALB,"CNPA undertakes a detailed review of potential legal claims and where appropriate a provision is made. However, there could be potential liabilities in respect of claims from employees that are yet unknown or unlikely to succeed. These liabilities have not been provided for as the CNPA believes that any potential claims are unlikely to be successful and unlikely to lead to a transfer of economic benefits.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.25,0.375,0.5,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",7,0.92, £-   ," £543,000.00 "," £1,087,000.00 "," £168,750.00 "
897,AMS supplier - TUPE supplier indemnity,2020-06-01,2030-03-01,"£580,000.00",< £1m,10% to 25%,0,No,0,Indemnity - Procurement Indemnity,Private Financial Corporation,Section J,Section J,No Exposure to Listed Risks,Quantifiable,Non-remote Core,,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.1,0.175,0.25,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",9.75,6.92, £-   ," £72,000.00 "," £145,000.00 "," £101,500.00 "
898,Cabinet Secretary Government wide indemnity to PAAs,2022-04-01,2023-03-31,"£1,000,000.00",< £1m,1% to 5%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Individual or Household,Section O,No Exposure to Listed Risks,Unquantifiable,Non-remote Core,"historic CL, no start and end date provided by FBP",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",1,0,,#NAME?,#NAME?," £25,000.00 "
899,BIS - director indemnities,2022-04-01,2028-04-01,"£1,000,000.00",< £1m,5% to 10%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Individual or Household,Section H,No Exposure to Listed Risks,Unquantifiable,Remote Core,"Reasonable worst case thinking/logic driven primarily by our largest annual management fee exposure with Pantheon (or ~1% of AUM). That £1m figure would also likely cover issues claims re US tax. Claims related to historic asset claims (breach of warranty, etc.) also a possibility but much harder to forecast and quantify sensibly. Note that the probability covers today until forecast completed realisation in 5 years€™ time.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.05,0.075,0.1,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",6,5, £-   ," £100,000.00 "," £200,000.00 "," £75,000.00 "
900,NPL Teddington site radioactive sources disposal,2005-10-20,2050-01-01,"£1,000,000.00",< £1m,1% to 5%,0,No,0,Indemnity - Decommissioning Indemnity,Public Corporation,UK Government,Section O,No Exposure to Listed Risks,Unquantifiable,Remote Core,,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Public,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",44.2,26.75, £-   ," £19,000.00 "," £37,000.00 "," £25,000.00 "
901,EUMETNET indemnity,1996-01-01,2023-03-31,"£1,000,000.00",< £1m,1% to 5%,0,No,0,Indemnity - International Indemnity,Overseas Government or Organisation,Section M,Section M,Major Economic or Financial Downturn,Unquantifiable,Non-remote Core,No end date provided,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",27.24,0,,#NAME?,#NAME?," £25,000.00 "
902,Energy Research Partnership - indemnity for loss or damage,2022-04-01,2023-03-31,"£1,000,000.00",< £1m,< 1%,0,No,0,Indemnity - Fault Indemnity,Private Non-financial Corporation,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote Core,,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",1,0,,#NAME?,#NAME?," £5,000.00 "
903,MCS Service Company indemnities,2018-04-25,2023-03-31,"£1,000,000.00",< £1m,< 1%,0,No,0,Indemnity - Appointment Indemnity,Private Non-financial Corporation,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote Core,,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",4.93,0,,#NAME?,#NAME?," £5,000.00 "
904,Claims for judicial review,2023-01-25,2024-06-01,"£1,400,000.00",< £1m,25% to 50%,36388,No,0,Legal Case or Other Dispute Process - Legal Case,Private Non-financial Corporation,Section M,Section J,Increased Legal Liability Costs,Unquantifiable,Non-remote Core,"1. We suggest these liabilities are unquantifiable as we cannot predict exact legal costs for either HMG or claimants at this state. Likelihood of crystallisation is also difficult to predict.
2. 'Crystallised to date' reflects legal costs already paid - in the event that HMG is successful in the litigation, some or all of this may be returned to HMG.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.25,0.375,0.5,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",1.35,1.17, £-   ," £427,000.00 "," £855,000.00 "," £525,000.00 "
905,Claims for judicial review,2022-12-14,2023-12-01,"£1,900,000.00",£1m to £5m,> 50%,81468,No,0,Legal Case or Other Dispute Process - Legal Case,Private Non-financial Corporation,Section M,Section M,Increased Legal Liability Costs,Unquantifiable,Non-remote Core,"1. We suggest these liabilities are unquantifiable as we cannot predict exact legal costs for either HMG or claimants at this state.
2. 'Crystallised to date' reflects legal costs already paid - in the event that HMG is successful in the litigation, some or all of this may be returned to HMG.",Ongoing,A,2023,Core," £1,000,000.00 "," £3,000,000.00 "," £5,000,000.00 ",0.5,0.75,1,Private,< £1m,£1m to £5m, £-   ," £500,000.00 "," £1,000,000.00 "," £1,000,000.00 "," £3,000,000.00 "," £5,000,000.00 ",0.96,0.67," £1,493,000.00 "," £4,478,000.00 "," £7,463,000.00 "," £1,425,000.00 "
906,NLF - British Energy (EDF) indemnities,1996-01-01,2125-12-01,"£2,000,000.00",< £1m,< 1%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote ALB,,Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",129.91,102.67, £-   ," £5,000.00 "," £10,000.00 "," £10,000.00 "
907,NNL board member indemnity ,2022-11-28,2028-11-28,"£2,000,000.00",< £1m,< 1%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote Core,"End date has been estimated on length of time trustee is likely to be in post (10 years) + length of time claims can be brought after any event (6 years).  In reality indemnities are unlimited in time and value.

Reasonable worst case value is an estimate as no claims have been brought so far, would welcome some guidance from CLCC once consolidation has been done if this is reasonable.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",6,5.66, £-   ," £88,000.00 "," £177,000.00 "," £10,000.00 "
908,NNL Director indemnity ,2022-03-29,2038-03-29,"£2,000,000.00",< £1m,< 1%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote Core,"End date has been estimated on length of time trustee is likely to be in post (10 years) + length of time claims can be brought after any event (6 years).  In reality indemnities are unlimited in time and value.

Reasonable worst case value is an estimate as no claims have been brought so far, would welcome some guidance from CLCC once consolidation has been done if this is reasonable.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",16,14.99, £-   ," £33,000.00 "," £67,000.00 "," £10,000.00 "
909,NFLAB board member indemnity ,2022-03-29,2038-03-29,"£2,000,000.00",< £1m,< 1%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote Core,"End date has been estimated on length of time trustee is likely to be in post (10 years) + length of time claims can be brought after any event (6 years).  In reality indemnities are unlimited in time and value.

Reasonable worst case value is an estimate as no claims have been brought so far, would welcome some guidance from CLCC once consolidation has been done if this is reasonable.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",16,14.99, £-   ," £33,000.00 "," £67,000.00 "," £10,000.00 "
910,Member of BNFL board indemnity ,2018-02-27,2039-02-01,"£2,000,000.00",< £1m,< 1%,0,No,0,Indemnity - Appointment Indemnity,Individual or Household,Section D,Section D,No Exposure to Listed Risks,Unquantifiable,Remote Core,"End date has been estimated on length of time trustee is likely to be in post (10 years) + length of time claims can be brought after any event (6 years).  In reality indemnities are unlimited in time and value.

Reasonable worst case value is an estimate as no claims have been brought so far, would welcome some guidance from CLCC once consolidation has been done if this is reasonable.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0,0.005,0.01,Private,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",20.93,15.84, £-   ," £32,000.00 "," £63,000.00 "," £10,000.00 "
911,Decommissioning NOAH,2012-08-01,2048-03-01,"£2,200,000.00",< £1m,1% to 5%,0,No,0,Indemnity - Decommissioning Indemnity,Other Public Body,Section M,Section M,No Exposure to Listed Risks,Quantifiable,Non-remote ALB,"The liability may arise if Innovate UK has to provide a grant to Narec (Natural Renewable Energy Centre) in order for it to be able to decommission a weather monitoring platform in the North Sea. This is currently collecting data to support the development of an offshore wind test site.  Timing of end date is best estimate; this may take place anytime between three and 25 years from now dependent on the development of the site, at an estimated cost of £2.239m.",Ongoing,A,2023,Core, £-   ," £500,000.00 "," £1,000,000.00 ",0.01,0.025,0.05,Public,< £1m,< £1m, £-   ," £500,000.00 "," £1,000,000.00 ", £-   ," £500,000.00 "," £1,000,000.00 ",35.58,24.92, £-   ," £20,000.00 "," £40,000.00 "," £55,000.00 "
